FIPSCode,StateSearched,"County, State",Total TAT-ReportLevel(Days)
13295,ga,"walker, ga","4,166.47"
48471,tx,"walker, tx","3,319.72"
53071,wa,"walla walla, wa",222.037
20199,ks,"wallace, ks",5.588
48473,tx,"waller, tx","4,692.59"
41063,or,"wallowa, or",22.248
38099,nd,"walsh, nd",303.21
28147,ms,"walthall, ms",407.345
12131,fl,"walton, fl","1,538.59"
13297,ga,"walton, ga","10,466.00"
55127,wi,"walworth, wi","9,008.27"
19179,ia,"wapello, ia","1,781.87"
38101,nd,"ward, nd","3,543.00"
48475,tx,"ward, tx",676.596
13299,ga,"ware, ga",965.567
13301,ga,"warren, ga",333.301
19181,ia,"warren, ia","2,861.68"
17187,il,"warren, il",557.171
18171,in,"warren, in",338.07
21227,ky,"warren, ky","10,831.99"
29219,mo,"warren, mo",663.328
28149,ms,"warren, ms","5,990.55"
37185,nc,"warren, nc",316.831
34041,nj,"warren, nj","1,989.31"
36113,ny,"warren, ny",831.987
39165,oh,"warren, oh","10,934.49"
42123,pa,"warren, pa",891.153
47177,tn,"warren, tn","2,484.23"
51187,va,"warren, va","2,039.46"
18173,in,"warrick, in","2,815.92"
49051,ut,"wasatch, ut",925.27
41065,or,"wasco, or",212.407
27161,mn,"waseca, mn","1,586.70"
56043,wy,"washakie, wy",246.91
55129,wi,"washburn, wi",327.033
1129,al,"washington, al",70.402
5143,ar,"washington, ar","11,068.39"
8121,co,"washington, co",11.978
12133,fl,"washington, fl",590.45
13303,ga,"washington, ga",890.312
19183,ia,"washington, ia",644.751
16087,id,"washington, id",375.196
17189,il,"washington, il",926.508
18175,in,"washington, in","1,029.42"
20201,ks,"washington, ks",86.936
21229,ky,"washington, ky",465.904
22117,la,"washington, la","1,731.37"
24043,md,"washington, md","2,053.41"
23029,me,"washington, me",278.306
27163,mn,"washington, mn","18,852.40"
29221,mo,"washington, mo",204.84
28151,ms,"washington, ms","2,497.28"
37187,nc,"washington, nc",151.018
31177,ne,"washington, ne","1,348.56"
36115,ny,"washington, ny",755.446
39167,oh,"washington, oh","3,764.54"
40147,ok,"washington, ok","2,000.01"
41067,or,"washington, or","5,034.40"
42125,pa,"washington, pa","13,268.00"
44009,ri,"washington, ri","3,514.92"
47179,tn,"washington, tn","15,028.53"
48477,tx,"washington, tx","1,357.45"
49053,ut,"washington, ut","4,495.46"
51191,va,"washington, va","3,561.29"
50023,vt,"washington, vt","1,268.41"
55131,wi,"washington, wi","4,410.16"
40149,ok,"washita, ok",522.131
32031,nv,"washoe, nv","51,156.93"
26161,mi,"washtenaw, mi","40,980.89"
37189,nc,"watauga, nc",903.427
27165,mn,"watonwan, mn",293.636
55133,wi,"waukesha, wi","13,728.48"
55135,wi,"waupaca, wi","1,561.80"
55137,wi,"waushara, wi",712.02
13305,ga,"wayne, ga",954.996
19185,ia,"wayne, ia",67.295
17191,il,"wayne, il",473.399
18177,in,"wayne, in","2,159.81"
21231,ky,"wayne, ky",755.844
26163,mi,"wayne, mi","106,338.88"
29223,mo,"wayne, mo",87.104
28153,ms,"wayne, ms",414.679
37191,nc,"wayne, nc","1,907.45"
31179,ne,"wayne, ne",150.162
36117,ny,"wayne, ny","2,020.85"
39169,oh,"wayne, oh","3,556.12"
42127,pa,"wayne, pa","1,428.06"
47181,tn,"wayne, tn",926.404
49055,ut,"wayne, ut",41.259
54099,wv,"wayne, wv","3,020.94"
51820,va,"waynesboro city, va","2,007.92"
47183,tn,"weakley, tn","2,520.48"
48479,tx,"webb, tx","7,453.24"
49057,ut,"weber, ut","10,980.70"
13307,ga,"webster, ga",150.798
19187,ia,"webster, ia","1,531.60"
21233,ky,"webster, ky",562.438
22119,la,"webster, la","1,529.21"
29225,mo,"webster, mo",383.59
28155,ms,"webster, ms",390.88
31181,ne,"webster, ne",47.795
54101,wv,"webster, wv","1,214.79"
8123,co,"weld, co","2,310.04"
18179,in,"wells, in","2,645.70"
38103,nd,"wells, nd",80.495
22121,la,"west baton rouge, la","1,282.71"
22123,la,"west carroll, la",209.354
22125,la,"west feliciana, la",679.195
36119,ny,"westchester, ny","8,773.91"
42129,pa,"westmoreland, pa","14,172.74"
51193,va,"westmoreland, va",648.349
56045,wy,"weston, wy",499.559
54103,wv,"wetzel, wv","1,325.06"
26165,mi,"wexford, mi","1,350.21"
48481,tx,"wharton, tx","1,456.37"
53073,wa,"whatcom, wa","2,266.26"
30107,mt,"wheatland, mt",1.288
13309,ga,"wheeler, ga",191.636
31183,ne,"wheeler, ne",3.986
41069,or,"wheeler, or",7.269
48483,tx,"wheeler, tx",210.243
32033,nv,"white pine, nv",544.943
5145,ar,"white, ar","1,161.50"
13311,ga,"white, ga","2,652.68"
17193,il,"white, il",545.202
18181,in,"white, in","1,582.75"
47185,tn,"white, tn","1,388.77"
17195,il,"whiteside, il","1,103.22"
13313,ga,"whitfield, ga","4,084.99"
18183,in,"whitley, in","2,664.47"
21235,ky,"whitley, ky","2,085.39"
53075,wa,"whitman, wa",413.053
30109,mt,"wibaux, mt",32.628
20203,ks,"wichita, ks",67.38
48485,tx,"wichita, tx","6,062.87"
24045,md,"wicomico, md","1,204.39"
48487,tx,"wilbarger, tx",942.951
1131,al,"wilcox, al",70.999
13315,ga,"wilcox, ga",287.763
13317,ga,"wilkes, ga",541.692
37193,nc,"wilkes, nc",677.042
27167,mn,"wilkin, mn",173.243
13319,ga,"wilkinson, ga",311.891
28157,ms,"wilkinson, ms",223.702
17197,il,"will, il","40,589.65"
48489,tx,"willacy, tx",521.647
38105,nd,"williams, nd","3,220.62"
39171,oh,"williams, oh","2,568.74"
51830,va,"williamsburg city, va",515.516
45089,sc,"williamsburg, sc","5,273.58"
17199,il,"williamson, il","4,092.97"
47187,tn,"williamson, tn","23,845.34"
48491,tx,"williamson, tx","44,585.60"
20205,ks,"wilson, ks",222.788
37195,nc,"wilson, nc","1,373.36"
47189,tn,"wilson, tn","21,882.17"
48493,tx,"wilson, tx","6,255.28"
51840,va,"winchester city, va","1,884.97"
9015,ct,"windham, ct",715.644
50025,vt,"windham, vt","1,215.16"
50027,vt,"windsor, vt","2,144.95"
48495,tx,"winkler, tx",438.265
22127,la,"winn, la",347.654
19189,ia,"winnebago, ia",373.516
17201,il,"winnebago, il","10,870.86"
55139,wi,"winnebago, wi","7,286.73"
19191,ia,"winneshiek, ia",442.94
27169,mn,"winona, mn","1,752.35"
1133,al,"winston, al",178.662
28159,ms,"winston, ms",521.096
54105,wv,"wirt, wv",560.742
48497,tx,"wise, tx","3,829.19"
51195,va,"wise, va","1,749.67"
21237,ky,"wolfe, ky",258.472
39173,oh,"wood, oh","7,696.09"
48499,tx,"wood, tx","1,048.50"
55141,wi,"wood, wi","2,095.52"
54107,wv,"wood, wv","6,963.02"
19193,ia,"woodbury, ia","3,686.02"
17203,il,"woodford, il",939.325
21239,ky,"woodford, ky","1,435.23"
5147,ar,"woodruff, ar",71.066
40151,ok,"woods, ok",503.432
20207,ks,"woodson, ks",66.167
40153,ok,"woodward, ok",964.556
25027,ma,"worcester, ma","82,359.33"
24047,md,"worcester, md","1,214.46"
13321,ga,"worth, ga","1,000.49"
19195,ia,"worth, ia",323.324
29227,mo,"worth, mo",4.859
2275,ak,"wrangell, ak",96.711
19197,ia,"wright, ia",651.525
27171,mn,"wright, mn","5,168.54"
29229,mo,"wright, mo",100.904
39175,oh,"wyandot, oh",903.385
20209,ks,"wyandotte, ks","10,067.50"
36121,ny,"wyoming, ny",751.868
42131,pa,"wyoming, pa","1,007.05"
54109,wv,"wyoming, wv",799.271
51197,va,"wythe, va",916.308
37197,nc,"yadkin, nc",559.305
53077,wa,"yakima, wa","1,072.00"
2282,ak,"yakutat, ak",1.515
28161,ms,"yalobusha, ms",628.896
41071,or,"yamhill, or",800.684
37199,nc,"yancey, nc",163.286
46135,sd,"yankton, sd",112.805
36123,ny,"yates, ny",466.449
4025,az,"yavapai, az","7,956.99"
28163,ms,"yazoo, ms",760.362
5149,ar,"yell, ar",179.22
27173,mn,"yellow medicine, mn",218.763
30111,mt,"yellowstone, mt","4,961.75"
48501,tx,"yoakum, tx",424.559
6113,ca,"yolo, ca","13,317.63"
23031,me,"york, me","5,152.62"
31185,ne,"york, ne",318.343
42133,pa,"york, pa","20,022.82"
45091,sc,"york, sc","25,975.50"
51199,va,"york, va","4,083.07"
48503,tx,"young, tx",808.697
6115,ca,"yuba, ca","3,841.75"
2290,ak,"yukon koyukuk, ak",320.169
4027,az,"yuma, az","7,297.01"
8125,co,"yuma, co",48.625
48505,tx,"zapata, tx",361.58
48507,tx,"zavala, tx",335.557
46137,sd,"ziebach, sd",0.831
